system,pair_id,version,gold,prediction,correct,fault,original_verdict,injected_verdict,follow_injected,recover_original,has_finding,has_span,gold_overlap,exact_corrupt_span,retain_cwe787,ref_supported,ref_refuted,ref_corrected,ref_uncertain,parse_failed,stage_failed,completion_tokens,latency_seconds
self_refine,secvuleval::11455::844bead51a69,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,476,42.146263815000566
self_refine,secvuleval::11455::844bead51a69,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,185,17.633726225001737
self_refine,secvuleval::11455::844bead51a69,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,241,22.55239505999998
self_refine,secvuleval::11455::844bead51a69,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,466,41.71704004300409
self_refine,secvuleval::11455::844bead51a69,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,206,19.76665717799915
self_refine,secvuleval::11455::844bead51a69,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,200,19.27477474099578
self_refine,secvuleval::11426::3de3ef49d8f0,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,461,40.790905515001214
self_refine,secvuleval::11426::3de3ef49d8f0,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,297,27.142648052002187
self_refine,secvuleval::11426::3de3ef49d8f0,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,194,18.82053479199749
self_refine,secvuleval::11426::3de3ef49d8f0,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,544,47.8615350129985
self_refine,secvuleval::11426::3de3ef49d8f0,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,292,26.827304708000156
self_refine,secvuleval::11426::3de3ef49d8f0,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,190,18.598715379001078
self_refine,secvuleval::14943::019747ed7c1d,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,408,34.97760253500019
self_refine,secvuleval::14943::019747ed7c1d,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,288,24.74914266599808
self_refine,secvuleval::14943::019747ed7c1d,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,190,16.841099902998394
self_refine,secvuleval::14943::019747ed7c1d,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,447,38.141946169998846
self_refine,secvuleval::14943::019747ed7c1d,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,False,False,False,0,0,0,0,False,False,438,37.48638591500276
self_refine,secvuleval::14943::019747ed7c1d,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,188,16.610647588000575
self_refine,secvuleval::10678::34cbd054a25e,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,447,39.8516508559951
self_refine,secvuleval::10678::34cbd054a25e,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,187,18.43934773699948
self_refine,secvuleval::10678::34cbd054a25e,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,244,23.090358269000717
self_refine,secvuleval::10678::34cbd054a25e,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,396,35.43460318000143
self_refine,secvuleval::10678::34cbd054a25e,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,264,24.67306015899885
self_refine,secvuleval::10678::34cbd054a25e,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,292,27.25465825900028
self_refine,secvuleval::14376::d5e26da1d527,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,460,39.14480713699959
self_refine,secvuleval::14376::d5e26da1d527,vulnerable,vulnerable,vulnerable,True,evidence_deletion,,,,,True,True,False,False,False,0,0,0,0,False,False,329,28.04843018400061
self_refine,secvuleval::14376::d5e26da1d527,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,187,16.507281885998964
self_refine,secvuleval::14376::d5e26da1d527,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,458,38.83476550699925
self_refine,secvuleval::14376::d5e26da1d527,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,418,35.31390099700366
self_refine,secvuleval::14376::d5e26da1d527,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,158,14.20390662799764
self_refine,secvuleval::17484::312c0856cf56,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,535,46.41197181499956
self_refine,secvuleval::17484::312c0856cf56,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,290,26.198862153003574
self_refine,secvuleval::17484::312c0856cf56,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,189,18.018852601999242
self_refine,secvuleval::17484::312c0856cf56,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,533,46.21175714799756
self_refine,secvuleval::17484::312c0856cf56,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,259,23.452022057997965
self_refine,secvuleval::17484::312c0856cf56,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,189,17.984250793000683
self_refine,secvuleval::15354::9995379f1b42,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,421,35.640448053996806
self_refine,secvuleval::15354::9995379f1b42,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,282,23.92403033199662
self_refine,secvuleval::15354::9995379f1b42,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,184,16.051329181995243
self_refine,secvuleval::15354::9995379f1b42,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,455,38.15745373400205
self_refine,secvuleval::15354::9995379f1b42,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,321,26.88698310300242
self_refine,secvuleval::15354::9995379f1b42,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,301,25.48619294799937
self_refine,secvuleval::14657::d1de238ba3ac,vulnerable,vulnerable,vulnerable,True,verdict_inversion,fixed,vulnerable,True,False,True,True,False,False,False,0,0,0,0,False,False,351,30.070009455001127
self_refine,secvuleval::14657::d1de238ba3ac,vulnerable,vulnerable,vulnerable,True,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,436,36.83976800599703
self_refine,secvuleval::14657::d1de238ba3ac,vulnerable,vulnerable,vulnerable,True,evidence_corruption,,,,,True,True,True,False,True,0,0,0,0,False,False,310,26.677652136000688
self_refine,secvuleval::14657::d1de238ba3ac,fixed,fixed,vulnerable,False,verdict_inversion,fixed,vulnerable,True,False,True,True,False,False,False,0,0,0,0,False,False,448,37.88212199899863
self_refine,secvuleval::14657::d1de238ba3ac,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,424,35.71826827499899
self_refine,secvuleval::14657::d1de238ba3ac,fixed,fixed,vulnerable,False,evidence_corruption,,,,,True,True,True,False,True,0,0,0,0,False,False,436,36.422979449002014
self_refine,secvuleval::14485::13f3cb72582d,vulnerable,vulnerable,vulnerable,True,verdict_inversion,fixed,vulnerable,True,False,True,True,False,False,False,0,0,0,0,False,False,436,36.11768001599921
self_refine,secvuleval::14485::13f3cb72582d,vulnerable,vulnerable,vulnerable,True,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,444,36.700063487998705
self_refine,secvuleval::14485::13f3cb72582d,vulnerable,vulnerable,vulnerable,True,evidence_corruption,,,,,True,True,False,True,True,0,0,0,0,False,False,364,30.450583832996927
self_refine,secvuleval::14485::13f3cb72582d,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,441,36.71073549499852
self_refine,secvuleval::14485::13f3cb72582d,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,320,26.7789188880015
self_refine,secvuleval::14485::13f3cb72582d,fixed,fixed,vulnerable,False,evidence_corruption,,,,,True,True,False,True,True,0,0,0,0,False,False,438,36.53555759400115
self_refine,secvuleval::12255::df553e632a53,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,352,45.54035290099637
self_refine,secvuleval::12255::df553e632a53,vulnerable,vulnerable,vulnerable,True,evidence_deletion,,,,,True,True,False,False,False,0,0,0,0,False,False,223,32.68269085800057
self_refine,secvuleval::12255::df553e632a53,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,87,21.116635575002874
self_refine,secvuleval::12255::df553e632a53,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,320,41.87100749399542
self_refine,secvuleval::12255::df553e632a53,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,96,21.63792160999583
self_refine,secvuleval::12255::df553e632a53,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,93,21.697182527001132
self_refine,secvuleval::11558::15caa2d7c22f,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,446,39.07189530499454
self_refine,secvuleval::11558::15caa2d7c22f,vulnerable,vulnerable,vulnerable,True,evidence_deletion,,,,,True,True,False,False,False,0,0,0,0,False,False,431,37.94610203299817
self_refine,secvuleval::11558::15caa2d7c22f,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,176,17.246590463000757
self_refine,secvuleval::11558::15caa2d7c22f,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,455,40.46580437699595
self_refine,secvuleval::11558::15caa2d7c22f,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,420,37.126976514999114
self_refine,secvuleval::11558::15caa2d7c22f,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,296,27.146560729008343
self_refine,secvuleval::12062::9bbcb48bac5a,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,446,37.766127435003
self_refine,secvuleval::12062::9bbcb48bac5a,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,181,16.358920500999375
self_refine,secvuleval::12062::9bbcb48bac5a,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,194,17.358629586997267
self_refine,secvuleval::12062::9bbcb48bac5a,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,457,39.260116778998054
self_refine,secvuleval::12062::9bbcb48bac5a,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,False,False,False,0,0,0,0,False,False,431,36.873427636004635
self_refine,secvuleval::12062::9bbcb48bac5a,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,189,17.36312691999774
self_refine,secvuleval::16499::6e70f4df9661,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,311,29.364452889007225
self_refine,secvuleval::16499::6e70f4df9661,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,157,16.727328759006923
self_refine,secvuleval::16499::6e70f4df9661,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,190,19.538014856996597
self_refine,secvuleval::16499::6e70f4df9661,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,421,38.53602990399668
self_refine,secvuleval::16499::6e70f4df9661,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,157,16.5565231340006
self_refine,secvuleval::16499::6e70f4df9661,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,190,19.627216813001723
self_refine,secvuleval::12103::5d37779c2864,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,401,33.838964383008715
self_refine,secvuleval::12103::5d37779c2864,vulnerable,vulnerable,vulnerable,True,evidence_deletion,,,,,True,True,False,False,False,0,0,0,0,False,False,325,27.765567221998936
self_refine,secvuleval::12103::5d37779c2864,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,212,18.683003584999824
self_refine,secvuleval::12103::5d37779c2864,fixed,fixed,fixed,True,verdict_inversion,fixed,vulnerable,False,True,False,False,False,False,False,0,0,0,0,False,False,297,25.40603758499492
self_refine,secvuleval::12103::5d37779c2864,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,False,False,False,0,0,0,0,False,False,430,35.97396516900335
self_refine,secvuleval::12103::5d37779c2864,fixed,fixed,vulnerable,False,evidence_corruption,,,,,True,True,False,False,True,0,0,0,0,False,False,440,36.90761626300082
self_refine,secvuleval::16259::8da0d4e65e18,vulnerable,vulnerable,fixed,False,verdict_inversion,uncertain,vulnerable,False,False,False,False,False,False,False,0,0,0,0,False,False,307,26.67861959899892
self_refine,secvuleval::16259::8da0d4e65e18,vulnerable,vulnerable,vulnerable,True,evidence_deletion,,,,,True,True,False,False,False,0,0,0,0,False,False,314,27.266610357008176
self_refine,secvuleval::16259::8da0d4e65e18,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,179,16.347571469006652
self_refine,secvuleval::16259::8da0d4e65e18,fixed,fixed,fixed,True,verdict_inversion,uncertain,vulnerable,False,False,False,False,False,False,False,0,0,0,0,False,False,195,17.60394292500132
self_refine,secvuleval::16259::8da0d4e65e18,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,309,26.692808480001986
self_refine,secvuleval::16259::8da0d4e65e18,fixed,fixed,vulnerable,False,evidence_corruption,,,,,True,True,False,True,True,0,0,0,0,False,False,340,29.32677025699377
freeform_mas,secvuleval::11455::844bead51a69,vulnerable,vulnerable,fixed,False,verdict_inversion,uncertain,vulnerable,False,False,False,False,False,False,False,0,0,0,0,False,False,304,27.552221823993023
freeform_mas,secvuleval::11455::844bead51a69,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,206,19.170023705002677
freeform_mas,secvuleval::11455::844bead51a69,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,302,27.350007949993596
freeform_mas,secvuleval::11455::844bead51a69,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,432,38.151382266994915
freeform_mas,secvuleval::11455::844bead51a69,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,325,29.28355685099814
freeform_mas,secvuleval::11455::844bead51a69,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,297,26.90953025300405
freeform_mas,secvuleval::11426::3de3ef49d8f0,vulnerable,vulnerable,fixed,False,verdict_inversion,vulnerable,fixed,True,False,False,False,False,False,False,0,0,0,0,False,False,297,27.17849945200578
freeform_mas,secvuleval::11426::3de3ef49d8f0,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,322,28.6619654909955
freeform_mas,secvuleval::11426::3de3ef49d8f0,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,298,27.121705356999882
freeform_mas,secvuleval::11426::3de3ef49d8f0,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,475,41.87530881900602
freeform_mas,secvuleval::11426::3de3ef49d8f0,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,304,27.86628036500042
freeform_mas,secvuleval::11426::3de3ef49d8f0,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,296,27.27115202099958
freeform_mas,secvuleval::14943::019747ed7c1d,vulnerable,vulnerable,vulnerable,True,verdict_inversion,uncertain,vulnerable,True,False,True,True,True,False,False,0,0,0,0,False,False,460,38.678187272002106
freeform_mas,secvuleval::14943::019747ed7c1d,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,299,25.168065111000033
freeform_mas,secvuleval::14943::019747ed7c1d,vulnerable,vulnerable,vulnerable,True,evidence_corruption,,,,,True,True,True,False,True,0,0,0,0,False,False,441,37.03695445899939
freeform_mas,secvuleval::14943::019747ed7c1d,fixed,fixed,vulnerable,False,verdict_inversion,uncertain,vulnerable,True,False,True,True,True,False,False,0,0,0,0,False,False,429,36.118855674998485
freeform_mas,secvuleval::14943::019747ed7c1d,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,292,24.82896243799769
freeform_mas,secvuleval::14943::019747ed7c1d,fixed,fixed,vulnerable,False,evidence_corruption,,,,,True,True,True,False,True,0,0,0,0,False,False,446,37.30485016500461
freeform_mas,secvuleval::10678::34cbd054a25e,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,438,38.76068392299203
freeform_mas,secvuleval::10678::34cbd054a25e,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,210,20.008133313000144
freeform_mas,secvuleval::10678::34cbd054a25e,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,206,19.64776014500967
freeform_mas,secvuleval::10678::34cbd054a25e,fixed,fixed,fixed,True,verdict_inversion,vulnerable,fixed,True,False,False,False,False,False,False,0,0,0,0,False,False,310,28.50635101900116
freeform_mas,secvuleval::10678::34cbd054a25e,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,306,27.784737654998025
freeform_mas,secvuleval::10678::34cbd054a25e,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,193,18.658659668995824
freeform_mas,secvuleval::14376::d5e26da1d527,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,436,36.98428283899557
freeform_mas,secvuleval::14376::d5e26da1d527,vulnerable,vulnerable,vulnerable,True,evidence_deletion,,,,,True,True,False,False,False,0,0,0,0,False,False,422,35.654844718003005
freeform_mas,secvuleval::14376::d5e26da1d527,vulnerable,vulnerable,vulnerable,True,evidence_corruption,,,,,True,True,False,False,True,0,0,0,0,False,False,442,37.513598428995465
freeform_mas,secvuleval::14376::d5e26da1d527,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,433,36.85079240499908
freeform_mas,secvuleval::14376::d5e26da1d527,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,False,False,False,0,0,0,0,False,False,426,35.95345565300522
freeform_mas,secvuleval::14376::d5e26da1d527,fixed,fixed,vulnerable,False,evidence_corruption,,,,,True,True,False,True,True,0,0,0,0,False,False,431,36.520232964998286
freeform_mas,secvuleval::17484::312c0856cf56,vulnerable,vulnerable,fixed,False,verdict_inversion,uncertain,vulnerable,False,False,False,False,False,False,False,0,0,0,0,False,False,295,26.98963718599407
freeform_mas,secvuleval::17484::312c0856cf56,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,297,26.707129137001175
freeform_mas,secvuleval::17484::312c0856cf56,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,297,26.72167747200001
freeform_mas,secvuleval::17484::312c0856cf56,fixed,fixed,fixed,True,verdict_inversion,uncertain,vulnerable,False,False,False,False,False,False,False,0,0,0,0,False,False,295,26.96434225399571
freeform_mas,secvuleval::17484::312c0856cf56,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,297,26.70021857500251
freeform_mas,secvuleval::17484::312c0856cf56,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,190,17.82530446799501
freeform_mas,secvuleval::15354::9995379f1b42,vulnerable,vulnerable,vulnerable,True,verdict_inversion,uncertain,vulnerable,True,False,True,True,True,False,False,0,0,0,0,False,False,419,35.76466464699479
freeform_mas,secvuleval::15354::9995379f1b42,vulnerable,vulnerable,vulnerable,True,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,421,35.336387867995654
freeform_mas,secvuleval::15354::9995379f1b42,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,305,25.817971790005686
freeform_mas,secvuleval::15354::9995379f1b42,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,True,False,False,0,0,0,0,False,False,497,41.287487654997676
freeform_mas,secvuleval::15354::9995379f1b42,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,430,35.64914215399767
freeform_mas,secvuleval::15354::9995379f1b42,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,293,24.711511156994675
